47001	47.0	f
47003	\N	t
47005	\N	t
47007	\N	t
47009	54.0	f
47011	30.0	f
47013	11.0	f
47015	\N	t
47017	\N	t
47019	21.0	f
47021	25.0	f
47023	\N	t
47025	\N	t
47027	\N	t
47029	15.0	f
47031	16.0	f
47033	\N	t
47035	14.0	f
47037	236.0	f
47039	\N	t
47041	\N	t
47043	\N	t
47045	\N	t
47047	\N	t
47049	\N	t
47051	\N	t
47053	\N	t
47055	\N	t
47057	\N	t
47059	21.0	f
47061	\N	t
47063	15.0	f
47065	85.0	f
47067	\N	t
47069	\N	t
47071	\N	t
47073	\N	t
47075	\N	t
47077	\N	t
47079	\N	t
47081	\N	t
47083	\N	t
47085	\N	t
47087	\N	t
47089	10.0	f
47091	\N	t
47093	242.0	f
47095	\N	t
47097	\N	t
47099	11.0	f
47101	\N	t
47103	\N	t
47105	22.0	f
47107	16.0	f
47109	\N	t
47111	\N	t
47113	16.0	f
47115	\N	t
47117	\N	t
47119	16.0	f
47121	\N	t
47123	10.0	f
47125	36.0	f
47127	\N	t
47129	\N	t
47131	\N	t
47133	\N	t
47135	\N	t
47137	\N	t
47139	\N	t
47141	13.0	f
47143	\N	t
47145	22.0	f
47147	17.0	f
47149	65.0	f
47151	\N	t
47153	\N	t
47155	32.0	f
47157	208.0	f
47159	\N	t
47161	\N	t
47163	42.0	f
47165	40.0	f
47167	15.0	f
47169	\N	t
47171	10.0	f
47173	\N	t
47175	\N	t
47177	\N	t
47179	33.0	f
47181	\N	t
47183	\N	t
47185	\N	t
47187	30.0	f
47189	34.0	f
\.


